accommodationId,accommodationName,addr1,addr2,addr3,addrNew,homepage,phoneNo,repName
12598,블루펫글램핑,경기,포천시,화현면,화현면 봉화로 269-1,bluepetglamping.qshop.ai,010-****-**05,박*범
12599,도두봉호텔,제주특별자치도,제주시,도두일동,서해안로 204 (도두일동),0647488862.tshome.co.kr,064-*****-62,오*숙
12600,테스트 펜션-쏘쏘,경기,광주시,쌍령동,"경충대로 1442-6 (쌍령동, 예자인)",테스트테스트,010-****-**30,이*정
12601,드메르풀빌라,전남,여수시,화양면,화양면 굴개길 1,demerps.co.kr,010-****-**88,황*익
102693,속초 써밋베이 1703호,강원특별자치도,속초시,영랑동,영랑해안8길 11 (영랑동),madeocean.co.kr////,010-****-**79,이*민
102694,MSJHouse풀빌라,경북,경주시,외동읍,외동읍 죽동길 160-64,xn--msj-dk6n15ngsz.com/,010-****-**24,최*훈
102695,구영리풀빌라,경남,거제시,장목면,장목면 거제북로 1805-20,www.guyoungripoolvilla.co.kr/,010-****-**31,남*영
102696,경주 라시에스타펜션,경북,경주시,양남면,양남면 솔숲1길 20,lasiestaps.co.kr/,010-****-**79,이*민
102699,강릉 더강릉오션스테이 Episode3,강원특별자치도,강릉시,사천면,사천면 진리항구2길 5,http://theoceanstay.co.kr///,010-****-**90,이*민
102700,스테이서문,전남,나주시,교동,교동2길 9 (교동),stayseomun.com/,010-****-**00,박*완
102701,비치트리,경기,안산시 단원구,대부북동,구봉길 150-1 (대부북동),beachtree.modoo.at/,010-****-**13,김*례
102702,그린사이드펜션,제주특별자치도,서귀포시,색달동,천제연로 51 (색달동),www.instagram.com/jeju_greenside,010-****-**18,홍*미
102703,강릉 비치힐펜션,강원특별자치도,강릉시,초당동,해안로 380 (초당동),beachhill.co.kr,010-****-**87,김*중
102704,어스21,경기,안산시 단원구,대부남동,천신로1길 9 (대부남동),yuu1100.com,166-***-60,
102705,몸냥스테이,제주특별자치도,제주시,조천읍,조천읍 일주동로 1536,www.instagram.com/jeju_momnyang,010-****-**85,유*선
102706,KN하우스,강원특별자치도,강릉시,안현동,안현로 398 (안현동),www.knhouse7712.co.kr/,010-****-**12,최*임
102708,이글우드,경북,청도군,풍각면,풍각면 봉수길 321,eaglewood.co.kr,010-****-**19,임*리
102711,프롬발리,경기,용인시 수지구,고기동,동천로 547 (고기동),frombali.co.kr,010-****-**82,김*용
102714,홀드인함덕비치,제주특별자치도,제주시,조천읍,조천읍 평사길 15,222,064-*****-12,고*일
102715,강릉 더강릉오션스테이 Episode4,강원특별자치도,강릉시,사천면,사천면 진리항구2길 5,http://theoceanstay.co.kr//,010-****-**59,이*민
102716,포레브,경기,가평군,상면,상면 임초밤안골로 199-3,foreb.kr,010-****-**31,정*배
102717,가평 편한키즈애견풀빌라,경기,가평군,상면,상면 임초밤안골로 119-87,phkidspool.kr/,010-****-**58,김*영
102718,경주 못 : moat,경북,경주시,건천읍,건천읍 단석로 1595-6,www.instagram.com/____moat/,010-****-**96,최*영
102719,가평힐링캠프올레저,경기,가평군,상면,상면 임초밤안골로 153-23,234234234234,166-***-60,
102720,여행천국펜션,충남,태안군,안면읍,안면읍 해안관광로 890-9,여행천국.com,010-****-**50,김*연
102721,중정 별채,전남,나주시,노안면,노안면 금안한옥길 43,www.jungjeong.net,010-****-**44,안*영
102722,데이원스테이호텔,충남,보령시,신흑동,해수욕장13길 7 (신흑동),dayonestay.com,041-*****-11,박*
102723,sea위더스펜션&카페,경남,통영시,산양읍,산양읍 이운길 68,seawithus.modoo.at,010-****-**34,안*호
102724,썬하우스펜션,충남,태안군,안면읍,안면읍 해안관광로 276-36,sunhousepension.kr,010-****-**68,이*재
102725,물뭍,강원특별자치도,춘천시,서면,서면 경춘로 640-8,mulmut.kr,010-****-**08,황*린
102726,제로오클락,제주특별자치도,제주시,애월읍,애월읍 장소로 277,ppp972,166-***-60,
102727,라포하임키즈풀빌라 완주점,전북특별자치도,완주군,화산면,화산면 화산로 311,rapportheimwj.com/,010-****-**33,강*이
102728,가조560,경남,거제시,사등면,사등면 가조로 560,gajo560.modoo.at,010-****-**64,문*일
102729,화월 풀빌라,경북,경주시,조양동,대추밭길 67-5 (조양동),hwawol.net/,010-****-**84,이*주
102730,소산당,전남,구례군,토지면,토지면 운조루길 35-17,m.blog.naver.com/eco8252,010-****-**52,박*호
102731,스테이중정,전남,나주시,산정동,금성관길 43-4 (산정동),stayjungjeong.com,010-****-**93,공*영
102732,물천리1044,경북,경주시,천북면,천북면 목실길 36-3,www.instagram.com/mcl1044_gj/,010-****-**23,김*웅
102733,경주펜션감포팰리스,경북,경주시,감포읍,감포읍 감포로 363-3,gampopension.imweb.me/,010-****-**50,김*근
102734,190워터스테이,경북,포항시 남구,장기면,장기면 동해안로3940번길 29,xn--190-dk6nh0o32am21cpga.com/index.html,010-****-**56,정*수
102735,더히로글램핑,경기,포천시,화현면,화현면 봉화로 201-89,nstagram.com/thehero_playground,010-****-**44,정*엽
102736,모꼬지펜션,강원특별자치도,횡성군,서원면,서원면 금대남4길 57-14,m.blog.naver.com/doemong/220872667803,166-***-60,
102737,리버힐링,경기,가평군,청평면,청평면 경춘로 277-175,riverhealing.modoo.at,010-****-**62,이*우
102738,강릉 서정캠프카라반,강원특별자치도,강릉시,사천면,사천면 해안로 938,stayseojung.co.kr,010-****-**77,이*민
102739,비비체풀빌라,충남,태안군,남면,남면 청포대길 57-8,bibiche.co.kr/,010-****-**57,노*룡
102740,전주한옥마을스테이하루,전북특별자치도,전주시 완산구,전동,풍남문3길 9-16 (전동),site.onda.me/10958,010-****-**42,신*정
102741,모리,경기,파주시,탄현면,탄현면 헤이리마을길 38-86,heyrimori.com,010-****-**59,진*진
102742,화담펜션,경기,광주시,도척면,도척면 시어골길178번길 45,hwadampension.modoo.at,010-****-**27,권*순
102743,와이지풀빌라,충남,태안군,남면,남면 몽대로 57,yg12.modoo.at,010-****-**97,양*국
102744,청춘여관,경기,파주시,탄현면,탄현면 헤이리로133번길 30-15,bluespringpension.modoo.at/,010-****-**79,음*정
102745,아베크제이,경기,가평군,가평읍,가평읍 태봉두밀로 173,avecj.co.kr/,166-***-60,이*석
102746,스테이돌담집,강원특별자치도,고성군,토성면,토성면 뒷골길 82,www.doldamjip.com,010-****-**11,박*애
102747,3917마중,전남,나주시,교동,향교길 42-9 (교동),3917majung.net,010-****-**26,남*진
102748,9F힐링 하우스,강원특별자치도,속초시,영랑동,영랑해안8길 16 (영랑동),m.cafe.naver.com/suddengongyou/141917,166-***-60,
102749,연화펜션,경기,가평군,조종면,조종면 연인산로474번길 91-102,yeonhwa.kr//,010-****-**33,손*래
102750,Gpension(테스트),서울,성동구,성수동2가,아차산로17길 49 (성수동2가),www.gpension.kr/,183-***-91,차*록
102751,1016빌리지,충남,태안군,소원면,소원면 구모배길 180-6,www.1016village.com,166-***-60,최*범
102752,대부정,경기,안산시 단원구,대부남동,강거래9길 8 (대부남동),daebujung.com,010-****-**19,서*미
102753,비클래시 키즈풀빌라 고성점(강원),강원특별자치도,고성군,토성면,토성면 사진용촌길 129,be-classy05.co.kr/,183-***-91,차*록
102754,거제 벨로시 풀빌라,경남,거제시,남부면,남부면 해금강로 233-1,belloci.kr/,183-***-91,차*록
102755,경주 비클래시 키즈풀빌라 불국사점,경북,경주시,조양동,대추밭안길 128-14 (조양동),be-classy06.co.kr/,183-***-91,차*록
102756,거제 더 레지아 풀빌라,경남,거제시,남부면,남부면 해금강로 233-1,theregia.co.kr/,183-***-91,차*록
102757,거제 비클래시 독채 키즈풀빌라 정글돔,경남,거제시,거제면,거제면 외간1길 1-34,be-classy08.co.kr/,183-***-91,차*록
102758,비클래시 글램풀 경주신계점,경북,경주시,외동읍,외동읍 신계상신길 102-40,be-classy12.co.kr/,183-***-91,차*록
102759,안면도바다처럼펜션,충남,태안군,고남면,고남면 만수길 55-5,www.oceanlike.kr,010-****-**18,이*형
102760,가평 비클래시 북한강점,경기,가평군,가평읍,가평읍 호반로 1627-20,be-classy09.co.kr/,183-***-91,차*록
102761,경주 비클래시 독채풀빌라 보문점,경북,경주시,천북면,천북면 옥동길 55-10,be-classy11.co.kr/,183-***-91,차*록
102762,울산 비클래시 키즈풀빌라 간절곶점,울산,울주군,서생면,서생면 평동2길 6-2,be-classy07.co.kr/,183-***-91,차*록
102763,뜰과풍경,강원특별자치도,홍천군,서면,서면 도인촌길 106,ddeulview.com,010-****-**48,안*동
102764,동해 안녕동해야,강원특별자치도,동해시,대진동,대진1길 12-11 (대진동),www.instagram.com/hi_donghae__/,010-****-**19,김*혁
102765,스테이 아델,제주특별자치도,제주시,한경면,한경면 저지12길 60-25,stayadeljeju.iwinv.net/stayadeljeju/,010-****-**12,김*기
102766,울산 비클래시 키즈풀빌라 덕현점,울산,울주군,상북면,상북면 덕현남천길 13,be-classy04.co.kr/,183-***-91,차*록
102767,비클래시 키즈풀빌라 통영점,경남,통영시,도산면,도산면 도산일주로 456-49,be-classy01.co.kr/,183-***-91,차*록
102768,소살리토 바이 비클래시풀빌라 포항점,경북,포항시 남구,장기면,장기면 동해안로 2823,be-classy13.co.kr/,183-***-91,차*록
102769,춘천 하늘뜨락,강원특별자치도,춘천시,서면,서면 영서로 4026,하늘뜨락.com/,183-***-82,차*록
102770,가평의아침,경기,가평군,상면,상면 임초밤안골로 119-258,gpmorning.infotown.kr/,183-***-82,차*록
102771,제주도 쉼표펜션,제주특별자치도,제주시,용담삼동,서해안로 504 (용담삼동),www.gpension.kr,183-***-82,차*록
102772,해든스테이,충남,태안군,남면,남면 청포대길 85,www.haedeunstay.kr/html/index.html,010-****-**40,김*주
102773,가평 람원펜션,경기,가평군,북면,북면 가화로 2669,dkryouwongi.co.kr/,183-***-82,차*록
102774,여수 해질녘,전남,여수시,돌산읍,돌산읍 평사로 190,www.sunsetps.com/,183-***-82,차*록
102775,러브스토리 애견펜션,서울,성동구,성수동2가,아차산로17길 11-1 (성수동2가),lovestoryps.co.kr/,166-***-60,
102776,가평 사랑방펜션,경기,가평군,북면,북면 꽃넘이길 87-15,www.ssarangbang.com/,183-***-82,차*록
102777,포천 산정호수로뎀하우스,서울,성동구,성수동2가,아차산로17길 13 (성수동2가),minpark.net/,166-***-60,
102778,가평 솔잎향기,경기,가평군,조종면,조종면 세곡로 25-62,pinescent.kr/,183-***-82,차*록
102779,여수 커피나루 펜션,전남,여수시,소라면,소라면 서부로 785-22,coffeetreeps.co.kr/,183-***-82,차*록
102780,여수 AG스파빌 펜션,전남,여수시,돌산읍,돌산읍 망월대길 57,agspa.kr/,183-***-82,차*록
102781,여수 아른거리다 펜션,전남,여수시,화양면,화양면 인금이길 19-25,www.xn--v69ak6jk3f8fo36c.com/,183-***-82,차*록
102782,여수 소르르 오션뷰&스파 펜션,서울,성동구,성수동2가,"아차산로17길 20 (성수동2가, 성수연립)",sorrr.kr/,166-***-60,
102783,여수 그린하우스 애견동반펜션,전남,여수시,화양면,화양면 옥천로 1063-10,ysgreenhouse.kr/,183-***-82,차*록
102784,여수 그레이스 펜션,전남,여수시,화양면,화양면 옥천로 1063-5,xn--2i0bw4q2yi12e.com/,183-***-82,차*록
102785,곡성풀빌라 포미스 르브르망,전남,곡성군,오곡면,오곡면 섬진강로 1330,promiseps.kr/,183-***-82,차*록
102786,영흥도 클로버펜션,인천,옹진군,영흥면,영흥면 영흥남로9번길 143-13,xn--2o2b29eptw.kr/,183-***-82,차*록
102787,경주 이너프 스파펜션,경북,경주시,양남면,양남면 솔숲3길 10,e-nough.kr/,183-***-82,차*록
102788,유포리아 펜션,경북,경주시,양남면,양남면 동남로 496-6,stopshop.penbang.com/,183-***-82,차*록
102789,경주 수피아라 풀빌라,경북,경주시,감포읍,감포읍 동해안로 2647,www.supiara.com/,183-***-82,차*록
102790,가족이야기,강원특별자치도,양양군,손양면,손양면 송현길 89,www.fasay.co.kr/,183-***-82,차*록
102791,늘푸른하우스,강원특별자치도,고성군,토성면,토성면 토성로 120,bluehouse.infotown.kr/,183-***-82,차*록
102792,다빛펜션,강원특별자치도,양양군,현북면,현북면 어성전길 7-20,www.dabipension.co.kr/,183-***-82,차*록
2502,밀라트펜션,충남,태안군,안면읍,안면읍 꽃지2길 58-47,www.millart.com,010-****-**32,김*자
2503,세인트폴리아펜션,강원,홍천군,북방면,북방면 노일로 312,saintpaulia.kr,010-****-**35,이*재
2504,그리던펜션,강원,삼척시,근덕면,근덕면 용화안길 803,www.grideon.co.kr,010-****-**82,김*숙
2505,선셋한옥&리조트,경남,거제시,하청면,하청면 연하해안로 1076-2,sunset-ps.com,010-****-**74,지**************션
2506,평창 호야홈펜션 (폐업),강원,평창군,봉평면,봉평면 설다목길 17,산속풍경펜션.kr,010-****-**00,김*학
2507,남이섬 로그캐빈펜션,강원,춘천시,남산면,남산면 북한강변길 327,newlogcabin.kr,010-****-**53,이*민
2508,그림수첩갈피마다,경기,가평군,상면,상면 수목원로 92-45,www.artpension.kr,010-****-**75,권*숙
2509,배쟁이펜션B(업소키합침_1642),경남,통영시,용남면,용남면 기호바깥길 7-33,bjps.co.kr,010-****-**07,송*연
2510,천년애펜션,충남,보령시,신흑동,고잠2길 16-4 (신흑동),daecheonlove.kr,010-****-**78,서*순
2511,미스터준 키즈 풀빌라,경남,거제시,일운면,일운면 북병산로 475-22,mrjun.kr,010-****-**16,윤*준
2512,태안 제이스토리펜션,충남,태안군,남면,남면 별주부길 113,jstoryps.com,010-****-**04,이*미
2513,대부도 하늘나무펜션,경기,안산시 단원구,대부북동,구봉길 102-26 (대부북동),hanulnamu.co.kr,010-****-**50,서*주
2514,대부도 포도향기펜션,경기,안산시 단원구,대부북동,구봉길 102-6 (대부북동),www.podopension.com,010-****-**44,박*민
2515,대부도 바닷가펜션,경기,안산시 단원구,대부북동,구봉길 102-36 (대부북동),www.badasga.kr,010-****-**44,박*민
2516,강릉 코미치바다펜션,강원,강릉시,안현동,해안로 663-16 (안현동),comichibada.co.kr,010-****-**59,이*민
2517,강릉 바다펜션,강원,강릉시,사천면,사천면 해안로 1017-23,gnsea.kr,010-****-**89,김*지
2518,곰섬 언덕위의하얀집,충남,태안군,남면,남면 곰섬로 472,kin11kr.modoo.at,010-****-**99,신*재
2519,실시간시연용,경남,남해군,남해읍,남해읍 망운로10번길 10,yoonsystem.kr,010-****-**99,박*신
2520,물건45펜션,경남,남해군,삼동면,삼동면 동부대로1122번길 74-5,mulgun45.com,010-****-**42,김*열
2521,거제도 또또펜션,경남,거제시,일운면,일운면 거제대로 2864-2,www.ddoddopension.com,010-****-**70,김*경
2522,노을연가,전남,영광군,백수읍,백수읍 해안로4길 185-37,sunsetlove.co.kr,010-****-**16,정*식
2523,비아트리스테니스펜션,충남,태안군,고남면,고남면 옷점길 81,beatennis.com,010-****-**25,장*희
2524,시간여행펜션,강원,춘천시,남산면,남산면 강촌구곡길 13,timeslip.co.kr,010-****-**26,이*섭
2525,바다빛펜션,충남,태안군,안면읍,안면읍 방포1길 26,badalight.co.kr,010-****-**21,이*재
2526,거제 씨엔풀빌라,경남,거제시,사등면,사등면 가조로8길 10-17,www.cnpension.co.kr,010-****-**86,진*옥
2527,스테이변산바람꽃,전북,부안군,진서면,진서면 작당길 6-7,www.stay-wf.com/about,010-****-**59,오*우
2528,용인 사랑채펜션,경기,용인시 처인구,호동,해실로46번길 35-1 (호동),용인사랑채펜션.com,010-****-**77,조*선
2529,사이드게스트하우스,서울,종로구,누하동,필운대로 27-5 (누하동),www.sidesideside.co.kr,070-****-**09,박*수
2530,드림풀빌라독채펜션,경기,가평군,상면,상면 깃대봉길 17-25,www.dreampensionn.com,010-****-**62,최*관
2531,대천 놀러와펜션,충남,보령시,신흑동,고잠2길 16-10 (신흑동),www.daecheonplay.com,010-****-**49,강*희
2532,라라스테이펜션,경기,가평군,조종면,조종면 와곡길 171,rarastay.com,010-****-**37,이*경
2533,캐리비안캠프펜션&캠핑장,경기,용인시 처인구,포곡읍,포곡읍 마성로 356,캐리비안캠프.com,010-****-**00,정*호
2534,온도펜션,경남,통영시,산양읍,산양읍 풍화일주로 1609-72,ondopension.com,010-****-**50,조*원
2535,거제 멜로디아펜션,경남,거제시,동부면,동부면 수산2길 11-4,melodiaps.co.kr,010-****-**69,이*민
2536,고향의 봄 펜션,강원,양구군,동면,동면 금강산로 1775-75,spring.bluechips.co.kr,010-****-**32,김*선
2537,홍천 리버카라반글램핑펜션,강원,홍천군,북방면,북방면 노일로 144-10,rivercaravan.campingt.me/3628/home/index,010-****-**66,장*선
2538,올리브 풀빌라&펜션(키즈풀빌라),경기,가평군,청평면,청평면 상지로 123,olivee.kr,010-****-**60,최*호
2539,거제그린하우스,경남,거제시,동부면,동부면 거제대로 933,okaypen138.cafe24.com,010-****-**90,조*자
2540,유명산 하얀산장펜션(업소키합침_7264),경기,가평군,설악면,설악면 유명산길 79-31,peongsuri.com/h/gphayansj,010-****-**37,천*영
2541,강릉 니나랑펜션,강원,강릉시,강동면,강동면 안인진길 34-22,ninarang.co.kr,010-****-**50,임*관
2542,켄터키하우스,강원,평창군,대관령면,대관령면 차항길 192-78,www.pensionkentucky.com,010-****-**67,안*로
2546,잔디정원펜션,경기,이천시,장호원읍,장호원읍 이풍로107번길 122-11,jandigarden.prpension.com,010-****-**00,김*근
2547,자연펜션캠핑장,강원,영월군,김삿갓면,김삿갓면 내리계곡로 1199,자연펜션캠핑장.com,010-****-**18,정*성
2548,양양 쉼표펜션,강원,양양군,강현면,강현면 주청2길 22,www.restps.com,010-****-**85,김*형
2549,좋은사람들펜션,인천,옹진군,영흥면,영흥면 선재로226번길 64,www.pensiongood.kr,010-****-**83,송*옥
2550,펜션빈,경남,남해군,미조면,,pensionbin.com,010-****-**91,빈*민
2551,거제 외도펠리스펜션,경남,거제시,일운면,일운면 와현로 58,oedopalace.co.kr,010-****-**59,이*민
2552,이안숲속펜션,충남,공주시,반포면,반포면 수목원길 25,www.e-anland.com,041-*****-58,이*자
2553,메리엘펜션,경남,남해군,남면,남면 남면로 914,www.namhaemeriel.com,010-****-**03,김*용
2554,인제주,제주특별자치도,제주시,한림읍,한림읍 명월성로 137-14,innjeju.co.kr,010-****-**50,황*현
2555,웅지펜션,울산,동구,주전동,동해안로 625 (주전동),웅지.net,010-****-**80,유*희
2556,펜션연가,경기,양주시,백석읍,백석읍 기산로 414-11,펜션연가.kr,010-****-**60,강*덕
2557,물구비오토캠핑장,강원,평창군,대화면,대화면 금당계곡로 242,mulgubi.in.gangwon.kr,010-****-**17,김*수
2558,다래골산방펜션,강원,횡성군,우천면,우천면 전재호수길 121,www.daraegol.com,010-****-**37,이*례
2559,제주엠리조트,제주특별자치도,서귀포시,강정동,중산간서로157번길 28-6 (강정동),www.jejum.kr,064-*****-83,임*남
2560,힐링파인펜션,충남,태안군,안면읍,안면읍 흑석동길 29-26,www.healingpine.kr,010-****-**69,이*원
2561,보테가풀빌라,경기,양평군,서종면,서종면 북한강로 1202-3,bottega.me,010-****-**81,송*승
2562,통나무펜션(폐업),경기,가평군,조종면,조종면 연인산로474번길 47-17,통나무펜션.kr,010-****-**50,최*순
2563,가평역레저(폐업),경기,가평군,가평읍,가평읍 문화로 13-42,,010-****-**63,박*애
2564,남이섬 Villa M펜션(빌라엠),강원,춘천시,남산면,남산면 북한강변길 392,villam.kr,010-****-**42,김*호
2565,가평 숨은계곡펜션,경기,가평군,설악면,설악면 회곡안골길 40-10,hiddenvalleyps.co.kr/,010-****-**82,이*민
2567,가평 369펜션,강원,춘천시,남산면,남산면 경춘로 168-13,www.ddnayo.com/homp/?id_hotel=2567&id_menu=619,010-****-**34,이*미
2574,비치빌펜션,충남,태안군,근흥면,근흥면 갈음이길 98-5,beachvill.net,010-****-**56,조*수
2575,코델리아펜션,경남,남해군,상주면,상주면 남해대로697번길 36-1,www.sangjuco.com,010-****-**62,송*애
2576,강촌 별비612펜션(폐업),강원,춘천시,남산면,남산면 보매기1길 62-2,www.ddnayo.com/homp/?id_hotel=2576&id_menu=626,010-****-**87,인*아
2577,강촌 하늘아래,강원,춘천시,남산면,남산면 풀무골1길 71,cafe.naver.com/seokyongcamp,010-****-**47,박*영
2578,하늘샘물펜션,인천,강화군,내가면,내가면 해안서로 1088,hanulsammul.com,010-****-**60,이*희
2579,안면펜션,충남,태안군,안면읍,안면읍 삼봉길 165,anmyunpension.co.kr,010-****-**96,편*영
2580,꿈나무펜션,강원,횡성군,둔내면,둔내면 고원로425번길 35-1,dreamtreep.com,010-****-**89,안*****태
2581,차가원통나무펜션,경기,가평군,북면,북면 가화로 3087-29,chgawon.com,010-****-**89,이*민
2582,여수마리나-떠오름/비추미동,전남,여수시,돌산읍,돌산읍 계동로 407,ymarina.co.kr,061-*****-00,임*영
2583,여수마리나-해오름동(삭제),전남,여수시,돌산읍,돌산읍 계동로 407,ymarina.co.kr,061-*****-00,임*영
2584,가평 롤리팝펜션(폐업),경기,가평군,상면,상면 축령로45번길 101,lollipopps.kr,010-****-**90,박*숙
2585,가평 스카이펜션,경기,가평군,조종면,조종면 현등사길 35,skypension05.modoo.at/,010-****-**02,장*진
2586,강촌 휴펜션,강원,춘천시,남산면,남산면 풀무골1길 20,gchuepension.com,010-****-**37,이*민
2587,대천 큰하늘펜션,충남,보령시,신흑동,고잠2길 4-9 (신흑동),www.bigsky.kr,041-*****-26,임*민
2588,산행펜션 (폐업_청평 힐링펜션),경기,가평군,설악면,설악면 다락재로 80,www.healinglove.kr,010-****-**59,엄*섭
2589,주식회사 비즈온네트웍스,강원,춘천시,효자동,공지로297번길 8 (효자동),제작예정,010-****-**42,이*민
2590,한사랑펜션,강원,횡성군,둔내면,,mghpension.com,010-****-**57,이*규
2591,여수돔비치펜션,전남,여수시,돌산읍,돌산읍 두문포길 131-17,yeosudome.com,010-****-**22,김*림
2592,피그멜리온이펙트 동해(폐업_5837),강원,동해시,대진동,일출로 377 (대진동),pepensiondh.bluechips.co.kr,010-****-**08,강*영
2593,코타키나풀빌라,경남,통영시,인평동,갈목길 31 (인평동),www.tychezlee.co.kr,010-****-**07,황*익
2594,만인원두막캠핑,충남,금산군,복수면,,maninp.co.kr,041-*****-24,정*영
2596,평창 별이빛나는밤에,강원,평창군,용평면,용평면 금당길 500,www.starvill.net,010-****-**92,김*식
2597,하모니,강원,평창군,봉평면,봉평면 안흥동길 106-31,www.gangnengi.co.kr,033-*****-17,이*원
2598,아름풍경,강원,영월군,영월읍,영월읍 송이길 349,arumview.co.kr,010-****-**97,박*자
2599,태안 쉼펜션,충남,태안군,고남면,고남면 큰장돌길 215-23,www.쉼펜션.com,010-****-**81,이*민
2600,강릉 마레하우스,강원,강릉시,안현동,하남길 325 (안현동),marehouse.kr,010-****-**60,이*민
2601,휴토피아,강원,홍천군,서면,서면 팔봉산로 974,www.huttopia.co.kr,159-***-30,이*균
12602,펜션어울림,충북,단양군,가곡면,가곡면 새밭로 161,jsc4321.cafe24.com,010-****-**06,김*복
12603,하늘빛관광농원,강원특별자치도,춘천시,남산면,남산면 서백길 481-2,하늘빛관광농원.com,010-****-**77,이*자
12610,가평 폴로하우스펜션,경기,가평군,북면,북면 가화로 2470,polohouse.co.kr,010-****-**43,전*순
12613,학암포파도소리,충남,태안군,원북면,원북면 학암포길 21-55,xn--hq1b15imoh5fp34f1ya.yeogiyou.co.kr,010-****-**32,김*원
12616,몽블랑펜션,경남,거제시,일운면,일운면 망치2길 2,,010-****-**09,이*원
12618,스위트콘도,전북,무주군,설천면,설천면 외배방길 17-13,www.sweetcondo.co.kr,010-****-**03,임*구
12621,블리스펜션,전남,화순군,동복면,동복면 동주로 1430-10,blissps.co.kr,010-****-**92,정*화
12624,블리스펜션,전남,화순군,동복면,동복면 동주로 1430-21,blissps.co.kr/,010-****-**92,
12625,대가야카라반,경북,고령군,대가야읍,대가야읍 신남로 61,daegayacaravan.com,054-*****-33,석*균
12627,폴로펜션,전남,나주시,빛가람동,빛가람로 730 (빛가람동),DDNAYOOO.COM,010-****-**26,이*민
12629,네이플하우스,제주특별자치도,서귀포시,성산읍,성산읍 신난로74번길 64-94,www.napleshouse.kr,010-****-**80,송*숙
12630,놀다가자,충남,보령시,신흑동,해수욕장4길 126 (신흑동),놀다가자.com,010-****-**43,김*호
12631,도그버디펜션,경기,가평군,북면,북면 화악산로356번길 44-145,www.dogbuddy.co.kr,010-****-**74,장*호
12637,별빛품은바다펜션,경남,창원시 마산합포구,구산면,구산면 해양관광로 1223,www.starwithsea.com,010-****-**92,김*수
12638,더플라야,충남,보령시,신흑동,고잠2길 4-23 (신흑동),www.theplaya.kr,010-****-**36,손*숙
12643,히든빌 풀빌라,울산,북구,구유동,동해안로 1414 (구유동),hiddenvill.com/,052-*****-19,김*웅
12644,테스트펜션,제주특별자치도,서귀포시,토평동,토평로112번길 131 (토평동),blog.com,010-****-**62,
12645,파파스별장,전남,구례군,간전면,간전면 남도대교로 93,jirisanpapas.com,010-****-**87,손*일
12646,낙산스테이,강원,양양군,강현면,강현면 주청2길 28,www.naksanstay.net,010-****-**11,조*철
12651,웰스플레이스,제주특별자치도,서귀포시,서호동,막동산로46번길 10 (서호동),wealthplace.co.kr,010-****-**69,최*태
12652,더원애견펜션,경북,영덕군,남정면,남정면 동해대로 4054,yd-theone.co.kr,010-****-**31,김*숙
12654,솔밭비치,충남,보령시,신흑동,해수욕장6길 68 (신흑동),solpat.com,010-****-**33,박*호
12655,대장금파크캠핑장,경기,용인시 처인구,백암면,백암면 용천드라마길 25-10,www.mbccamping.co.kr,010-****-**92,이*용
12656,테스트펜션-이소정쏘쏘,경기,성남시 분당구,판교동,대왕판교로 477 (판교동),,010-****-**30,이*정
12657,가평 별똥별글램핑&카라반펜션,경기,가평군,설악면,설악면 유명산길 124-12,shootingstarcamp.net,010-****-**53,윤*영
12658,오등록,전남,나주시,빛가람동,빛가람로 730 (빛가람동),하늘바다글램핑.com,010-****-**01,조*선
12659,등대마루펜션,강원,강릉시,주문진읍,주문진읍 해안로 1867,등대마루펜션.kr,010-****-**67,손*호
12660,하늘바다글램핑,인천,강화군,길상면,길상면 동검길65번길 138-29,xn--bj0b30gsgj8owlgy67biba.com,010-****-**01,조*선
12661,리코리조트,제주특별자치도,제주시,한림읍,한림읍 평화로 1281-51,제작중,064-*****-51,유*화
12662,아지트261,경기,남양주시,수동면,수동면 비룡로782번길 261,azit261.co.kr,010-****-**35,황*익
12663,룰루랄라키즈풀빌라펜션,서울,성동구,성수동2가,,rulruralra.kr,010-****-**66,조*완
12664,숲속펜션,충남,예산군,덕산면,덕산면 대치6길 45,www.ssps.kr/index.php,010-****-**39,이*구
12665,천리포전망좋은펜션,충남,태안군,소원면,소원면 천리포1길 283-6,beachpine.net,010-****-**77,박*미
12666,비토애풀빌라,경남,사천시,서포면,서포면 토끼로 234,제작중,010-****-**17,이*연
12673,방아재한옥펜션,전남,담양군,가사문학면,가사문학면 백아로 2700,방아재.com,010-****-**77,박*자
12677,해뜨는바다펜션,경북,울진군,평해읍,평해읍 제장로 141-7,www.sunrisesea.net,010-****-**67,이*일
12680,피유키즈풀빌라,경북,포항시 남구,장기면,장기면 동해안로 3713,puvillage.co.kr,010-****-**94,장*훈
12681,소양강수목원펜션,강원,춘천시,신북읍,신북읍 신샘밭로 815,소양강수목원.com,010-****-**62,노*순
12682,봉하 산촌생태마을,전남,화순군,도암면,도암면 봉수길 25,www.marketfore.co.kr,070-****-**48,박*경
12683,해미읍성역사캠핑장,충남,서산시,해미면,해미면 동문1길 42,www.haemicamping.com,041-*****-99,윤*병
12684,궁터 별무리마을 펜션,경북,문경시,농암면,농암면 궁터길 181,www.gunggi.co.kr,070-****-**48,박*경
12685,아이엠펜션,전남,해남군,화원면,화원면 영호길 42-37,아이엠펜션카페.com,061-*****-27,함*디
